ISSN,e-ISSN,p-ISSN,SourceID,Acronym,JournalTitle,ASJCScopus,ASJCMarketing
0277-5395,1879-243X,0277-5395,24359,WSIF,Women's Studies International Forum,3318;3304;3303;3312,
1110-4929,,,21101057953,WSJ,Water Science,2303;2312;2310,
2666-5581,2666-5581,,21101079132,WSS,"Wellbeing, Space and Society",3306;3305;3301,"3306;3305
"
1076-6332,1878-4046,1076-6332,20031,XACRA,Academic Radiology,2741,
2666-5778,2666-5778,,21101092528,XAGR,AJOG Global Reports,2729,"2729;2735
"
2666-4305,2666-4305,,,XAOR,AJO-DO Clinical Companion,,"3500
"
2212-6287,2212-6287,,21100201775,XATS,Arthroscopy Techniques,2732,
1543-3544,,,16622,XCERT,Continuing Education in Radiologic Technology,2741,
2666-3791,2666-3791,,21101027628,XCRM,Cell Reports Medicine,1300,
2666-3864,2666-3864,,21101037113,XCRP,Cell Reports Physical Science,1600;2500;2200;2100;3100,
2666-5719,2666-5719,,21101093031,XFNR,F&S Reviews,2743;2729,"2710;2743
"
2666-3341,2666-3341,,21101061925,XFRE,F&S Reports,2710;2743;2729,"2710;2743
"
2666-335X,2666-335X,,21101065167,XFSS,F&S Science,2743;2710,"2743;1300
"
2666-979X,2666-979X,,21101101215,XGEN,Cell Genomics,1301;1311,
2666-2477,2666-2477,,21101055809,XHGG,Human Genetics and Genomics Advances,1313;2716,
2666-6758,2666-6758,,21101038708,XINN,The Innovation,1000,
2452-4034,,,,XJEC,Journal of EuCornea,,
2405-4526,2405-4526,,21100403171,XJEP,Journal of Interprofessional Education & Practice,3304,
2667-0267,2667-0267,,,XJIDI,JID Innovations,,"2708
"
2950-0044,2950-0044,,,XJMAD,Journal of Mood & Anxiety Disorders,,
2666-2736,2666-2736,,21101079131,XJON,JTCVS Open,2746;2740;2705,"2705;2746
"
1546-0843,1555-9912,1546-0843,144663,XJRN,Journal of Radiology Nursing,3614;2902,
2666-2507,2666-2507,,21101039813,XJTC,JTCVS Techniques,2746;2740,
2590-0595,2590-0595,,21100904990,XKME,Kidney Medicine,2724;2727,
2666-5484,2666-5484,,21101068012,XNSJ,North American Spine Society Journal (NASSJ),2746;2732;2728,"2732;2746
"
2468-5488,2468-5488,,21100894208,XOCR,Otolaryngology Case Reports,2733,
2666-9145,2666-9145,,21101133324,XOPS,Ophthalmology Science,2731,"2731
"
0022-3549,1520-6017,0022-3549,23079,XPHS,Journal of Pharmaceutical Sciences,3003,
2590-3462,2590-3462,,21101027216,XPLC,Plant Communications,1305;1303;1312;1110;1307,
2666-1667,2666-1667,,21101038828,XPRO,STAR Protocols,2800;1300;2400,
2666-6391,2666-6391,,21101133554,XRRT,"JSES Reviews, Reports, and Techniques",2746;2744;2732;2742,"2732
"
0196-8858,1090-2074,0196-8858,24556,YAAMA,Advances in Applied Mathematics,2604,
0003-9861,1096-0384,0003-9861,16811,YABBI,Archives of Biochemistry and Biophysics,1304;1303;1312,
0003-2697,1096-0309,0003-2697,16789,YABIO,Analytical Biochemistry,1304;1303;1312;1307,
1063-5203,1096-603X,1063-5203,25150,YACHA,Applied and Computational Harmonic Analysis,2604,
1536-0903,,,14441,YADNC,Advances in Neonatal Care,2735,
0092-640X,1090-2090,0092-640X,28944,YADND,Atomic Data and Nuclear Data Tables,3107;3106,
1092-9134,1532-8198,1092-9134,27475,YADPA,Annals of Diagnostic Pathology,2734,
0001-8708,1090-2082,0001-8708,24570,YAIMA,Advances in Mathematics,2600,
1046-199X,,,36826,YAJCD,American Journal of Contact Dermatitis,2708,
0735-6757,1532-8171,0735-6757,15207,YAJEM,American Journal of Emergency Medicine,2711,
0272-6386,1523-6838,0272-6386,19366,YAJKD,American Journal of Kidney Diseases,2727,
0196-0709,1532-818X,0196-0709,13603,YAJOT,American Journal of Otolaryngology--Head and Neck Medicine and Surgery,2733,
1075-9964,1095-8274,1075-9964,19607,YANAE,Anaerobe,2404;2725,
0003-3472,1095-8282,0003-3472,24580,YANBE,Animal Behaviour,1105;1103,
0003-4916,1096-035X,0003-4916,27002,YAPHY,Annals of Physics,3100,
0003-9993,1532-821X,0003-9993,16270,YAPMR,Archives of Physical Medicine and Rehabilitation,3612;2742,
0897-1897,1532-8201,0897-1897,27122,YAPNR,Applied Nursing Research,2900,
0883-9417,1532-8228,0883-9417,27123,YAPNU,Archives of Psychiatric Nursing,2921,
0883-5403,1532-8406,0883-5403,12191,YARTH,The Journal of Arthroplasty,2732,
1530-261X,,,12093,YASLE,Atmospheric Science Letters,1902,
0890-8389,1095-8347,0890-8389,28634,YBARE,The British Accounting Review,1402,
0006-291X,1090-2104,0006-291X,16845,YBBRC,Biochemical and Biophysical Research Communications,1304;1303;1312;1307,
1079-9796,1096-0961,1079-9796,25467,YBCMD,"Blood Cells, Molecules and Diseases",1313;1312;2720;1307,
1049-9644,1090-2112,1049-9644,13256,YBCON,Biological Control,1102;1109,
1521-6896,1532-169X,1521-6896,21856,YBEAN,Best Practice & Research Clinical Anaesthesiology,3200;2703,
1521-690X,1532-1908,1521-690X,25414,YBEEM,Best Practice & Research Clinical Endocrinology & Metabolism,2712;1310,
1521-6918,1532-1916,1521-6918,28253,YBEGA,Best Practice & Research Clinical Gastroenterology,2715,
1521-6926,1532-1924,1521-6926,25450,YBEHA,Best Practice & Research Clinical Haematology,2730;1308,
1537-5110,1537-5129,1537-5110,61490,YBENG,Biosystems Engineering,2207;1106;1102;1111,
1521-6934,1532-1932,1521-6934,12551,YBEOG,Best Practice & Research Clinical Obstetrics & Gynaecology,2729,
1521-6942,1532-1770,1521-6942,19160,YBERH,Best Practice & Research Clinical Rheumatology,2745,
1045-1056,1095-8320,1045-1056,13671,YBIOL,Biologicals,1305;1502;2402;2400;3004,
0045-2068,1090-2120,0045-2068,25789,YBIOO,Bioorganic Chemistry,1303;1312;3002;1605,
0266-4356,1532-1940,0266-4356,20530,YBJOM,British Journal of Oral & Maxillofacial Surgery,2746;3504;2733,
0268-960X,1532-1681,0268-960X,25472,YBLRE,Blood Reviews,2720;2730,
0889-1591,1090-2139,0889-1591,20695,YBRBI,Brain Behavior and Immunity,2403;2807;2802,
0278-2626,1090-2147,0278-2626,12163,YBRCG,Brain and Cognition,3206;3205;3204;1201;2805,
0093-934X,1090-2155,0093-934X,12164,YBRLN,Brain and Language,3205;1203;3310;2805;3616,
0960-9776,1532-3080,0960-9776,12595,YBRST,The Breast,2746;2730;1306,
0092-8240,,,13845,YBULM,Bulletin of Mathematical Biology,2800;2403;2600;1300;2300;3004;1100;1703,
1461-1449,,,81345,YCAOM,Clinical Acupuncture & Oriental Medicine,2707,
1065-6995,,,18450,YCBIR,Cell Biology International,1307,
1053-8100,1090-2376,1053-8100,13401,YCCOG,Consciousness and Cognition,3205;3204,
0143-4160,1532-1991,0143-4160,18452,YCECA,Cell Calcium,1314;1312;1307,
1361-9004,,,27219,YCEIN,Clinical Effectiveness in Nursing,2900,
0361-476X,1090-2384,0361-476X,12882,YCEPS,Contemporary Educational Psychology,3304;3204,
0008-8749,1090-2163,0008-8749,20712,YCIMM,Cellular Immunology,2403,
1527-0289,,,96855,YCJWH,The Clinical Journal of Women's Health,2739,
0748-3007,,,14434,YCLAD,Cladistics,1105,
1521-6616,1521-7035,1521-6616,20740,YCLIM,Clinical Immunology,2723;2403,
0261-5614,1532-1983,0261-5614,30050,YCLNU,Clinical Nutrition,2916;2706,
1744-1161,,,101643,YCLNUS,Clinical Nutrition Supplements,2701;2916;2706,
0936-6555,1433-2981,0936-6555,29271,YCLON,Clinical Oncology,2730;2741,
0010-0285,1095-5623,0010-0285,12872,YCOGP,Cognitive Psychology,3206;3205;3204;3310;1702,
0010-440X,1532-8384,0010-440X,14921,YCOMP,Comprehensive Psychiatry,3203;2738,
1045-2354,1095-9955,1045-2354,29170,YCPAC,Critical Perspectives on Accounting,1402;2003;3312;1802,
1522-8401,1558-2310,1522-8401,14951,YCPEM,Clinical Pediatric Emergency Medicine,2735;2711,
0009-9260,1365-229X,0009-9260,16616,YCRAD,Clinical Radiology,2741,
1477-6804,,,4000151804,YCRAE,Clinical Radiology Extra,2741,
0195-6671,1095-998X,0195-6671,22539,YCRES,Cretaceous Research,1911,
0011-2240,1090-2392,0011-2240,14864,YCRYO,Cryobiology,1300;1100,
0885-2308,1095-8363,0885-2308,27869,YCSLA,Computer Speech & Language,1712;2614;1709,
1534-7516,,,17738,YCTEP,Clinical Techniques in Equine Practice,3402,
0965-2299,1873-6963,0965-2299,21172,YCTIM,Complementary Therapies in Medicine,3603;2707;2902,
0305-7372,1532-1967,0305-7372,29213,YCTRV,Cancer Treatment Reviews,2730;2741,
1077-3142,1090-235X,1077-3142,24161,YCVIU,Computer Vision and Image Understanding,1712;1711;1707,
1043-4666,1096-0023,1043-4666,22083,YCYTO,Cytokine,2723;2403;1303;2720;1312,
0012-1606,1095-564X,0012-1606,14536,YDBIO,Developmental Biology,1312;1309;1307,
1590-8658,1878-3562,1590-8658,28298,YDLD,Digestive and Liver Disease,2721;2715,
0273-2297,1090-2406,0273-2297,13502,YDREV,Developmental Review,2735;3205;3304;3204;2738,
1368-7646,1532-2084,1368-7646,12611,YDRUP,Drug Resistance Updates,2730;3004;1306;2725;2736,
1051-2004,1095-4333,1051-2004,24306,YDSPR,Digital Signal Processing,1711;1707;1804;1703;1702;2604;2208,
1361-2611,,,23202,YEBCM,Evidence-based Cardiovascular Medicine,2705,
1525-5050,1525-5069,1525-5050,13163,YEBEH,Epilepsy & Behavior,2808;2728;2802,
1361-259X,,,12684,YEBOG,Evidence-based Obstetrics & Gynecology,2729,
1363-4054,,,58608,YEBON,Evidence-based Oncology,2730,
0272-7714,1096-0015,0272-7714,26844,YECSS,"Estuarine, Coastal and Shelf Science",1910;1104,
0147-6513,1090-2414,0147-6513,25076,YEESA,Ecotoxicology and Environmental Safety,2310;2739;2307,
1520-765X,,,38664,YEHSUP,European Heart Journal - Supplement,2705,
1462-3889,1532-2122,1462-3889,27684,YEJON,European Journal of Oncology Nursing,2917,
1090-3798,1532-2130,1090-3798,14991,YEJPN,European Journal of Paediatric Neurology,2735;2728,
0748-7983,1532-2157,0748-7983,29767,YEJSO,European Journal of Surgical Oncology,2746;2730,
1078-5884,1532-2165,1078-5884,23198,YEJVS,European Journal of Vascular & Endovascular Surgery,2746;2705,
1527-5922,,,25759,YENFO,Environmental Forensics,2311;2308,
0013-9351,1096-0953,0013-9351,21524,YENRS,Environmental Research,1303;2300,
0195-668X,,,23183,YEUHJ,European Heart Journal,2705,
0195-6698,1095-9971,0195-6698,26445,YEUJC,European Journal of Combinatorics,2607,
1525-2167,,,23187,YEUJE,European Journal of Echocardiography,2741;2705,
1090-3801,,,13222,YEUJP,European Journal of Pain,2703,
1754-3207,,,11600153302,YEUJPS,European Journal of Pain Supplements,2703,
1099-5129,,,23181,YEUPC,Europace,2705;2737,
0014-4827,1090-2422,0014-4827,18532,YEXCR,Experimental Cell Research,1307,
0014-4983,1090-2457,0014-4983,28528,YEXEH,Explorations in Economic History,1202;2002,
0014-4835,1096-0007,0014-4835,13866,YEXER,Experimental Eye Research,2731;2809;2804,
0014-4800,1096-0945,0014-4800,13247,YEXMP,Experimental and Molecular Pathology,2734;1312;1308,
0014-4886,1090-2430,0014-4886,15598,YEXNR,Experimental Neurology,2808;2806,
0014-4894,1090-2449,0014-4894,21875,YEXPR,Experimental Parasitology,2405;2403;2725,
1071-5797,1090-2465,1071-5797,26480,YFFTA,Finite Fields and Their Applications,2614;2602;2200;2604,
1087-1845,1096-0937,1087-1845,18571,YFGBI,Fungal Genetics and Biology,2404;1311,
0740-0020,1095-9998,0740-0020,19717,YFMIC,Food Microbiology,1106;2404,
0958-2592,1532-2963,0958-2592,29735,YFOOT,The Foot,3613;2732,
0091-3022,1095-6808,0091-3022,26111,YFRNE,Frontiers in Neuroendocrinology,2807,
1050-4648,1095-9947,1050-4648,15066,YFSIM,Fish and Shellfish Immunology,2403;2304;1104;2401,
0023-6438,1096-1127,0023-6438,20744,YFSTL,LWT,1106,
1098-8351,,,65592,YGACP,Clinical Perspectives in Gastroenterology,2715,
0899-8256,1090-2473,0899-8256,14194,YGAME,Games and Economic Behavior,2003;2002,
0016-5085,1528-0012,0016-5085,28330,YGAST,Gastroenterology,2721;2715,
0016-6480,1095-6840,0016-6480,26113,YGCEN,General and Comparative Endocrinology,1103;1310,
0888-7543,1089-8646,0888-7543,22215,YGENO,Genomics,1311,
1096-6374,1532-2238,1096-6374,26116,YGHIR,Growth Hormone & IGF Research,2712;1310,
1524-0703,1524-0711,1524-0703,25515,YGMOD,Graphical Models,1712;2611;2608;1704,
0090-8258,1095-6859,0090-8258,27467,YGYNO,Gynecologic Oncology,2730;2729,
0018-506X,1095-6867,0018-506X,26133,YHBEH,Hormones and Behavior,1310;2807;2802,
0315-0860,1090-249X,0315-0860,26605,YHMAT,Historia Mathematica,2600;1202,
1475-4916,,,21217,YHOMP,Homeopathy,2707,
0046-8177,1532-8392,0046-8177,14024,YHUPA,Human Pathology,2734,
0019-1035,1090-2643,0019-1035,27241,YICAR,Icarus,3103;1912,
0964-3397,1532-4036,0964-3397,27746,YICCN,Intensive & Critical Care Nursing,2906,
1057-2317,,,12749,YIILR,International Information and Library Review,3309,
0962-4562,,,91371,YIJAR,The International Journal of Aromatherapy,1110;2707,
1071-5819,1095-9300,1071-5819,12960,YIJHC,International Journal of Human - Computer Studies,1712;3307;3304;2200;1709;1708,
1057-2414,,,86313,YIJNA,The International Journal of Nautical Archaeology,1910;1202;3302;1911,
0959-289X,1532-3374,0959-289X,27523,YIJOA,International Journal of Obstetric Anesthesia,2729;2703,
0901-5027,1399-0020,0901-5027,25629,YIJOM,International Journal of Oral & Maxillofacial Surgery,2746;3504;2733,
0890-5401,1090-2651,0890-5401,25509,YINCO,Information and Computation,2614;1710;1706;1703,
0278-4165,1090-2686,0278-4165,86448,YJAAR,Journal of Anthropological Archaeology,3307;1204;1202;3302,
0021-8693,1090-266X,0021-8693,23814,YJABR,Journal of Algebra,2602,
0140-1971,,,25655,YJADO,Journal of Adolescence,2735;3207;3204;2738,
0196-6774,,,28498,YJAGM,Journal of Algorithms,2606;2605;1703,
0140-1963,1095-922X,0140-1963,29267,YJARE,Journal of Arid Environments,1105;2303;1904,
0749-8063,1526-3231,0749-8063,15222,YJARS,Arthroscopy: The Journal of Arthroscopic and Related Surgery,2732,
0305-4403,1095-9238,0305-4403,31405,YJASC,Journal of Archaeological Science,1204;3302,
0021-9045,1096-0430,0021-9045,23841,YJATH,Journal of Approximation Theory,2603;2612;2600;2604,
0896-8411,1095-9157,0896-8411,21268,YJAUT,Journal of Autoimmunity,2723;2403,
1532-0464,1532-0480,1532-0464,23706,YJBIN,Journal of Biomedical Informatics,2718;1706,
2590-177X,,,21100894516,YJBINX,Journal of Biomedical Informatics: X,1706;2718,
1360-8592,1532-9283,1360-8592,16788,YJBMT,Journal of Bodywork & Movement Therapies,3603;3612;2742;2707,
1071-9164,1532-8414,1071-9164,23826,YJCAF,Journal of Cardiac Failure,2705,
1053-0770,1532-8422,1053-0770,23831,YJCAN,Journal of Cardiothoracic and Vascular Anesthesia,2705;2703,
0021-9517,1090-2694,0021-9517,26947,YJCAT,Journal of Catalysis,1503;1606,
0147-5967,1095-7227,0147-5967,23861,YJCEC,Journal of Comparative Economics,2002,
1542-3565,1542-7714,1542-3565,28273,YJCGH,Clinical Gastroenterology and Hepatology,2721;2715,
0021-9614,1096-3626,0021-9614,26949,YJCHT,The Journal of Chemical Thermodynamics,3107;2500;1606,
0021-9797,1095-7103,0021-9797,26950,YJCIS,Journal of Colloid And Interface Science,2504;2502;2508;1505,
2666-1098,,,,YJCISX,Journal of Colloid and Interface Science: X,,
1010-5182,1878-4119,1010-5182,21658,YJCMS,Journal of Cranio-Maxillo-Facial Surgery,2746;3504;2733,
0885-064X,1090-2708,0885-064X,28500,YJCOM,Journal of Complexity,2602;2613;2612;2600;2606;2604,
0021-9975,1532-3129,0021-9975,29580,YJCPA,Journal of Comparative Pathology,2734;3400,
0021-9991,1090-2716,0021-9991,13191,YJCPH,Journal of Computational Physics,2612;2611;3101;3100;1706;2605;2604,
0883-9441,1557-8615,0883-9441,12212,YJCRC,Journal of Critical Care,2706,
0733-5210,1095-9963,0733-5210,34814,YJCRS,Journal of Cereal Science,1106;1303,
0022-0000,1090-2724,0022-0000,12370,YJCSS,Journal of Computer and System Sciences,2614;1700;1705;1703;2604,
0097-3165,1096-0899,0097-3165,40107,YJCTA,"Journal of Combinatorial Theory, Series A",2614;2607;1703,
0095-8956,1096-0902,0095-8956,23844,YJCTB,"Journal of Combinatorial Theory, Series B",2614;2607;1703,
0022-0396,1090-2732,0022-0396,23874,YJDEQ,Journal of Differential Equations,2603;2604,
0022-0965,1096-0457,0022-0965,15472,YJECP,Journal of Experimental Child Psychology,3205;3204,
0095-0696,1096-0449,0095-0696,23352,YJEEM,Journal of Environmental Economics and Management,2002;2308,
0022-0736,1532-8430,0022-0736,23855,YJELC,Journal of Electrocardiology,2705,
0301-4797,1095-8630,0301-4797,23371,YJEMA,Journal of Environmental Management,2305;2311;2308,
2666-1306,,,,YJEMAX,Journal of Environmental Management: X,,
0022-1031,1096-0465,0022-1031,15499,YJESP,Journal of Experimental Social Psychology,3207;3312,
0022-0531,1095-7235,0022-0531,28981,YJETH,Journal of Economic Theory,2002,
0272-4944,1522-9610,0272-4944,15470,YJEVP,Journal of Environmental Psychology,3207;3202,
0737-0806,1542-7412,0737-0806,18296,YJEVS,Journal of Equine Veterinary Science,3402,
0022-1236,1096-0783,0022-1236,23894,YJFAN,Journal of Functional Analysis,2603,
1067-2516,1542-2224,1067-2516,21678,YJFAS,The Journal of Foot and Ankle Surgery,2746;2732,
0022-1112,,,22560,YJFBI,Journal of Fish Biology,1105;1104,
0889-1575,1096-0481,0889-1575,20582,YJFCA,Journal of Food Composition and Analysis,1106,
1042-9573,1096-0473,1042-9573,28996,YJFIN,Journal of Financial Intermediation,2003;2002,
1752-928X,1878-7487,1752-928X,5100154502,YJFLM,Journal of Forensic and Legal Medicine,2734;3308,
0889-9746,1095-8622,0889-9746,12490,YJFLS,Journal of Fluids and Structures,2210,
1098-612X,,,18297,YJFMS,Journal of Feline Medicine and Surgery,3404,
1051-1377,1096-0791,1051-1377,13927,YJHEC,Journal of Housing Economics,2002,
0270-9139,,,28371,YJHEP,Hepatology,2721,
0047-2484,1095-8606,0047-2484,18927,YJHEV,Journal of Human Evolution,1105;3314,3302
0305-7488,1095-8614,0305-7488,29276,YJHGE,Journal of Historical Geography,3305;1202;3302,
0195-6701,1532-2939,0195-6701,22427,YJHIN,Journal of Hospital Infection,2726;2725,
1753-1934,,,6700153283,YJHSE,Journal of Hand Surgery: European Volume,2746,
0363-5023,1531-6564,0363-5023,21680,YJHSU,Journal of Hand Surgery,2746;2732,
0163-4453,1532-2742,0163-4453,22428,YJINF,Journal of Infection,2726;2725,
0022-2011,1096-0805,0022-2011,22564,YJIPA,Journal of Invertebrate Pathology,1105,
0889-1583,1095-8681,0889-1583,29401,YJJIE,Journal of The Japanese and International Economies,2003;2002;3320,
1527-6465,,,25323,YJLTS,Liver Transplantation,2746;2721;2747,
0022-247X,1096-0813,0022-247X,23935,YJMAA,Journal of Mathematical Analysis and Applications,2603;2604,
0022-2836,1089-8638,0022-2836,17618,YJMBI,Journal of Molecular Biology,1304;1315;1312,
0022-2828,1095-8584,0022-2828,23882,YJMCC,Journal of Molecular and Cellular Cardiology,1312;2705,
0749-596X,1096-0821,0749-596X,22478,YJMLA,Journal of Memory and Language,3206;1203;3205;3310;1702,
0022-2496,1096-0880,0022-2496,15568,YJMPS,Journal of Mathematical Psychology,3200;2604,
1090-7807,1096-0856,1090-7807,28525,YJMRE,Journal of Magnetic Resonance,1304;1303;3106;3104,
1054-3139,,,27298,YJMSC,ICES Journal of Marine Science,1910;1105;1104;2303,
0022-2852,1096-083X,0022-2852,12182,YJMSP,Journal of Molecular Spectroscopy,3107;1607;1606,
0047-259X,1095-7243,0047-259X,23947,YJMVA,Journal of Multivariate Analysis,2613;2612;1804,
1084-8045,1095-8592,1084-8045,27277,YJNCA,Journal of Network and Computer Applications,1708;1706;1705,
0022-314X,1096-1658,0022-314X,23961,YJNTH,Journal of Number Theory,2602,
2713-3745,2713-3745,,21101175729,YJOC,Journal of Creativity,3205,"3303;3304;3315
"
1063-4584,1522-9653,1063-4584,19732,YJOCA,Osteoarthritis and Cartilage,2745;2204;2732,
0967-5868,1532-2653,0967-5868,16683,YJOCN,Journal of Clinical Neuroscience,2746;2808;2728;2737,
0278-2391,1531-5053,0278-2391,26152,YJOMS,Journal of Oral and Maxillofacial Surgery,2746;3504;2733,
1526-5900,1528-8447,1526-5900,15987,YJPAI,The Journal of Pain,2808;2728;2703,
1089-9472,1532-8473,1089-9472,28241,YJPAN,Journal of PeriAnesthesia Nursing,2914,
0743-7315,1096-0848,0743-7315,25621,YJPDC,Journal of Parallel and Distributed Computing,1712;2614;1708;1705;1702,
0882-5963,1532-8449,0882-5963,28240,YJPDN,Journal of Pediatric Nursing,2919,
0095-4470,1095-8576,0095-4470,22481,YJPHO,Journal of Phonetics,1203;3310;3616,
1524-9042,1532-8635,1524-9042,21937,YJPMN,Pain Management Nursing,2902,
8755-7223,1532-8481,8755-7223,28249,YJPNU,Journal of Professional Nursing,2900,
